Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,ORO,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,CampofrIA,This is Libre,Campofrio,Espana,PLATA,Prod Landia Realizador-a Maxi Blanco Prod Audio Sonido La Panaderia Postprod Metropolitana Otras Empresas Carat -Lasker -YouFirst -MRM Spain Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Digital Social,Identical Fans-,TBWAPeru,BCP,Peru,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,This is not a game,VML Mexico,Movistar Mexico,,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Sin nieve no hay sociedad de Brother Escuela,Creatividad,Cambio climatico,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Imaginary Squads,GALERIAag,Itau,Brasil,BRONCE,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,50-50,Lew LaraTBWA,Camil,Brasil,BRONCE,Prod Audio Sonido Jamute Postprod Lew LaraTBWA Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Digital Social,Brahma Phone,Africa Creative,Brahma,Brasil,ORO,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Digital Social,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico
El Ojo de Iberoamerica,2024,Digital Social,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Pais Puerto Rico
El Ojo de Iberoamerica,2024,Digital Social,Lucky news,Paradais DDB,Ecuasal,Ecuador,BRONCE,
El Ojo de Iberoamerica,2024,Digital Social,Domicilios con descuento,WILD FI Paraguay,TaDa Delivery,Paraguay,BRONCE,Prod Renovatio Realizador-a Pietro Scappini Postprod WILD FI Paraguay Pais Paraguay
El Ojo de Iberoamerica,2024,Digital Social,Tulipan Teniendo sexo podemos reactivar la economia-,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Media,Clean Sponsorship,DM9,Consul,Brasil,GRAN OJO MEDIA,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Media,Clean Sponsorship,DM9,Consul,Brasil,ORO,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Media,No Ad,Lew LaraTBWA,Farmacias Pague MenosProd,Brasil,PLATA,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,BRONCE,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Media,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,PLATA,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,Media,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Media,El robo de fin de ano,CYW,Netflix - Estella Galicia,Espana,PLATA,Prod PROTOKOL Otro Realizador-a John Filipe Postprod Iconic Otras Empresas Havas Media Group Spain SAU -Youplanet Pais Espana
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,ORO,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,PLATA,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Media,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Pais Brasil
El Ojo de Iberoamerica,2024,Media,Undercover Sportscaster,Almap BBDO,Elma Chips,Brasil,BRONCE,Prod Compania Prod Audio Sonido Cabaret Studio Otras Empresas Soundthinkers -Ampfy -InPress Porter Novelli -Bandeirantes Pais Brasil
El Ojo de Iberoamerica,2024,Media,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,PLATA,
El Ojo de Iberoamerica,2024,Media,El Fing Carro,Monks,Netflix Argentina,Argentina,BRONCE,Prod Corinthian Pais Argentina
El Ojo de Iberoamerica,2024,Media,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,PLATA,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Media,No Ad,Lew LaraTBWA,Farmacias Pague Menos,Brasil,PLATA,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,Media,e-Police Station,Almap BBDO,Wonder Women Tech,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Brand Gaming Pais Brasil
El Ojo de Iberoamerica,2024,Media,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Media,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,PLATA,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Pais Brasil
El Ojo de Iberoamerica,2024,Media,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,PLATA,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Media,Atacama Fashion Week,Artplan,Desierto Vestido,Brasil,BRONCE,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,Media,Gatorade match saver,Springtime,Gatorade,Argentina,BRONCE,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio PostprodMM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Media,Trip my Pic,DDB Espana,Halcon Viajes,Espana,ORO,Prod Crowddigital Pais Espana
El Ojo de Iberoamerica,2024,Media,Animal alerts,Serviceplan Alemania - Lanfranco Cordova NYC - Tulom PR,PetPace,Peru,ORO,Prod Rebeca Producciones Realizador-a Matias Gutierrez Prod Audio Sonido Agosto Music -Agosto Music Postprod Nativo Post Otras Empresas Tulom PR -Eat-Astral Kreativ Otro-Mediaplus Group Otro-Peppercomm Pais Peru
El Ojo de Iberoamerica,2024,Media,The e-commerce of trust,DDB Mexico,Gahr WeCapital,Mexico,PLATA,Prod Whisky Films Realizador-a German Tejada Prod Audio Sonido Estudios Machina Otras Empresas Porter Novelli Pais Mexico
El Ojo de Iberoamerica,2024,Media,Sightwalks Veredas que guian,Circus Grey Peru,Cemento Sol,Peru,ORO,Prod Rebeca Producciones - Canica Films - Punto Aparte Realizador-a Mario Angulo- Alvaro Luque- Mario Bertocchi- Alonso Gutierrez Prod Audio Sonido Agosto Music Postprod Nativo Post Otras Empresas APOYO Comunicacion -Llorente y Cuenca -DINAMO Pais Peru
El Ojo de Iberoamerica,2024,Media,Car parts for Life,De la Cruz- Ogilvy,Fundacion Stefano - Empresas Fonalledas,Puerto Rico,BRONCE,
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Costa Rica,ORO,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Costa Rica
El Ojo de Iberoamerica,2024,Media,The Qlture Code,Star5,Gotuuri,Panama,BRONCE,Prod Wagua Films - Whisky Films Realizador-a Orgun Wagua- Orgun Wagua Prod Audio Sonido Whisky Films Pais Panama
El Ojo de Iberoamerica,2024,Media,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Media,Brahma Phone,Africa Creative,Brahma,Brasil,PLATA,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Media,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,BRONCE,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua
El Ojo de Iberoamerica,2024,Directo,Rice of Glory,Maruri Ecuador - Grey Argentina - grey Brasil,Arroz Super Extra,Ecuador,GRAN OJO DIRECTO,Prod Landia Realizador-a Emi Alvarenga Pais Ecuador
El Ojo de Iberoamerica,2024,Directo,Hauteam Couture,Africa Creative,Brahma,Brasil,PLATA,Prod Monkey Producoes - Modo Integrado - Reconcavo Company Realizador-a Nixon Prod Audio Sonido Satelite Audio Postprod Guava Post Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,PLATA,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Directo,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Directo,LoopHotel,DDB Latina Puerto Rico,Cerveza La H,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Melvin Valencia Pais Puerto Rico
El Ojo de Iberoamerica,2024,Directo,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,BRONCE,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru
El Ojo de Iberoamerica,2024,Directo,Fair promo,From,PedidosYa Market,Uruguay,BRONCE,Prod SoySimo Pais Uruguay
El Ojo de Iberoamerica,2024,Directo,El ranking culinario que alimento a millones,Valor,Alicorp Peru,Peru,BRONCE,Prod Lado V Otras Empresas LLYC PERU -Tribeca Media Pais Peru
El Ojo de Iberoamerica,2024,Directo,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Prod Pais Mexico
El Ojo de Iberoamerica,2024,Directo,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Directo,Samsung Throwback Deals,MRM Brasil,Samsung Brasil,Brasil,ORO,
El Ojo de Iberoamerica,2024,Directo,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Nicaragua,PLATA,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua
El Ojo de Iberoamerica,2024,Directo,Brahma Phone,Africa Creative,Brahma,Brasil,BRONCE,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Directo,No Ad,Lew LaraTBWA,Farmacias Pague Menos,Brasil,ORO,Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Beer retirement account,Monks,Poker,Colombia,ORO,Prod Primo Realizador-a Cristian Roncancio Pais Colombia
El Ojo de Iberoamerica,2024,Directo,Icon Discounts,Digitas Colombia,McDonald s Nicaragua,Nicaragua,PLATA,
El Ojo de Iberoamerica,2024,Directo,Welcome to the group,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,PLATA,Prod Kaiju Pais Costa Rica
El Ojo de Iberoamerica,2024,Directo,W1ng Cod3s,Havas HOY,Volaris Aerolinea,Mexico,BRONCE,Prod Havas HOY Realizador-a David Camacho Pais Mexico
El Ojo de Iberoamerica,2024,Directo,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,BRONCE,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Directo,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,ORO,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Pete Zahat Trollvertising,BBA,Pizza Hut Ecuador,Ecuador,PLATA,Prod BBA Realizador-a Raul Banderas Pais Ecuador
El Ojo de Iberoamerica,2024,Directo,Fans Reporters,Africa Creative,Guarana,Brasil,BRONCE,Prod Volken Film Realizador-a Andre Magri Prod Audio Sonido Satellite Audio Postprod Mosaico Filmes Otras Empresas Monkey Producoes -DraftLine Integrada Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Whopper Island,DM9,Burger King Brasil,Brasil,BRONCE,Prod Audio Sonido Shuffle Audio Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Fans theories release,Monks,Bad Bunny,Estados Unidos,BRONCE,Prod Audio Sonido Super Charango Pais Estados Unidos
El Ojo de Iberoamerica,2024,Directo,Heinzterception,TERAN TBWA,Heinz,Mexico,BRONCE,Prod TERAN TBWA Realizador-a Jose Padilla Pais Mexico
El Ojo de Iberoamerica,2024,Directo,Nombres confundidos,Republica Havas,Asociacion Lucha contra el Mal,Argentina,PLATA,Prod Walden Studio - Twins Music Realizador-a Guido Cassini - Matias Pisani - Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music Pais Argentina
El Ojo de Iberoamerica,2024,Directo,The cushioning route,Boost Brand Accelerator,Nike Peru,Peru,BRONCE,Prod SHIWA - Mantarraya Realizador-a Sebastian Castro- Alessandro Mosca- Miguel Villalobos Prod Audio Sonido Barba Roja Audio -Aejandro Castaneda Postprod SHIWA Pais Peru
El Ojo de Iberoamerica,2024,Directo,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Directo,Animal alerts,Serviceplan Alemania Otro - Lanfranco Cordova NYC - Tulom PR,PetPace,Peru,ORO,Prod Rebeca Producciones Realizador-a Matias Gutierrez Prod Audio Sonido Agosto Music -Agosto Music Postprod Nativo Post Otras Empresas Tulom PR -Eat-Astral Kreativ Otro-Mediaplus Group Otro-Peppercomm Pais Peru
El Ojo de Iberoamerica,2024,Directo,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,BRONCE,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Directo,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Directo,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana
El Ojo de Iberoamerica,2024,Directo,Unsilenced Words,VML Espana,Beigene Science,Espana,BRONCE,Prod La Boutique 77 Pais Espana
El Ojo de Iberoamerica,2024,Directo,Flying Guardians,Almap BBDO,Planet Labs PBC - Greenpeace Brasil,Brasil,ORO,Prod Vetor Zero Realizador-a Luiz Alberto Ferreira Prod Audio Sonido Alma 11 11 Audio -Bari Filmes Otras Empresas HUM Comunicacao -Giusti Comunicacao -Brand Gaming Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Directo,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Directo,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Directo,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,PLATA,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Directo,855-How-To-Quit,Serviceplan Alemania - Tulom PR,Anzen Health,Estados Unidos,BRONCE,Prod JOJX Realizador-a Oliver Wurffell Prod Audio Sonido DaHouse -DaHouse Postprod Arcade Edit Otras Empresas Tulom PR -Raw Materials -Mediaplus Group Otro Pais Estados Unidos
El Ojo de Iberoamerica,2024,Directo,El ranking culinario que alimento a millones,Valor,Alicorp Peru,Peru,BRONCE,Prod Lado V Otras Empresas LLYC PERU -Tribeca Media Pais Peru
El Ojo de Iberoamerica,2024,Directo,Rice of Glory,Maruri Ecuador,Arroz Super Extra,Ecuador,ORO,Prod Landia Realizador-a Emi Alvarenga Otras Empresas Grey Argentina Pais Ecuador
El Ojo de Iberoamerica,2024,Directo,Audience Delivery,DM9 - Live Mode,iFood,Brasil,PLATA,Prod Handmaker Realizador-a Fernando Lenox Prod Audio Sonido Mr Pink Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,PLATA,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico
El Ojo de Iberoamerica,2024,Directo,Monopoly,TBWAEspana,McDonalds Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Directo,Steal Artois,VML Chile,Stella Artois,Chile,BRONCE,Prod Rebolucion Realizador-a Ivan Vescovo Prod Audio Sonido Clio Pais Chile
El Ojo de Iberoamerica,2024,Directo,Beer retirement account,Monks,Poker,Colombia,ORO,Prod Primo Realizador-a Cristian Roncancio Pais Colombia
El Ojo de Iberoamerica,2024,Directo,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola,Mexico,ORO,Prod Mango Films - Sugarcane Filmes - Baliprod Otro- Glitch Productions Otro- NetoShookan Productions Otro Realizador-a Erik Tapia Otras Empresas Raw Audio -VML Brasil -Sugarcane Filmes -Ogilvy Otro-EssenceMediacom Pais Mexico
El Ojo de Iberoamerica,2024,Directo,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Directo,Improbable Housemates,Dentsu Creative Iberia,MEO,Portugal,BRONCE,Prod Ministerio dos Filmes Realizador-a Marco Martins Prod Audio Sonido Guel Postprod Glimpse Pais Portugal
El Ojo de Iberoamerica,2024,Directo,Install our logo,Leo Burnett Mexico - Gato - Hey Kid Design Studio,ADT Security,Mexico,BRONCE,Prod Gato Realizador-a Axel Elizondo- Tom Escobar Prod Audio Sonido Cluster Postprod Cluster -Cluster Otras Empresas Starcom Mexico Pais Mexico
El Ojo de Iberoamerica,2024,Directo,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Directo,No Ad,Lew LaraTBWA,Farmacias Pague Menos,Brasil,PLATA,Realizador-a Prod Audio Sonido Vox Haus -Satelite Audio Otras Empresas Mynd8 Pais Brasil
El Ojo de Iberoamerica,2024,Directo,Reprinting Nica,Havas Costa Rica - BETC HAVAS,de La Prensa Nicaragua,Nicaragua,BRONCE,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Nicaragua
El Ojo de Iberoamerica,2024,Directo,Tulipan Teniendo sexo podemos reactivar la economia,Zurda Agency,Tulipan,Argentina,BRONCE,Prod Retina Postprod Retina Pais Argentina
El Ojo de Iberoamerica,2024,Directo,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Directo,Reprinting Nica,Havas Costa Rica - BETC HAVAS,La Prensa Nicaragua,Costa Rica,PLATA,Prod Fulfierros Prod Audio Sonido Punch Audio Pais Costa Rica
El Ojo de Iberoamerica,2024,Directo,Reviews,Africa Creative,Kraft Heinz Brasil,Brasil,BRONCE,Prod silviomedeirosnet Realizador-a Silvio Medeiros Prod Audio Sonido Punch Audio Otras Empresas Borderless Citizen Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,GRAN OJO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Clean Sponsorship,DM9,Consul,Brasil,ORO,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,LoopHotel,DDB Latina Puerto Rico,Cerveza La H,Puerto Rico,BRONCE,Prod DDB Latina Puerto Rico Realizador-a Melvin Valencia Pais Puerto Rico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,BRONCE,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Olimpack,From,PedidosYa Market,Uruguay,BRONCE,Prod From Pais Uruguay
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Atacama Fashion Week-,Artplan,Desierto Vestido,Brasil,ORO,Prod Sugarcane Filmes Realizador-a Igor Selingarde Prod Audio Sonido Raw Audio Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Nobody should die at XMAS,DoubleYou,Open Arms,Espana,BRONCE,Prod Blua Realizador-a Iker Iturria Prod Audio Sonido lastcrit Postprod Blua -Moonlight Otras Empresas Engine Agency Pais Espana
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Steal Artois,VML Chile,Stella Artois,Chile,PLATA,Prod Rebolucion Realizador-a Ivan Vescovo Prod Audio Sonido Clio Pais Chile
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Brahma Phone,Africa Creative,Brahma,Brasil,PLATA,Prod Kaus Film Realizador-a Los Pibes Prod Audio Sonido Satelite Audio Postprod Guava Post Otras Empresas Monkey Producoes -Thinkers Studios -DraftLine Integrada -TKCV -Oba Print -Dona Antonia Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,El Fing Carro,Monks,Netflix Argentina,Argentina,PLATA,Prod Corinthian Pais Argentina
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Beer retirement account,Monks,Poker,Colombia,PLATA,Prod Primo Realizador-a Cristian Roncancio Pais Colombia
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,PLATA,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Flying Guardians,Almap BBDO,Planet Labs PBC - Greenpeace Brasil,Brasil,BRONCE,Prod Vetor Zero Realizador-a Luiz Alberto Ferreira Prod Audio Sonido Alma 11 11 Audio -Bari Filmes Otras Empresas HUM Comunicacao -Giusti Comunicacao -Brand Gaming Pais Brasil
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,The Art of Hack-,Cheil Espana,Samsung Espana,,BRONCE,
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Pete Zahat Trollvertising,BBA,Pizza Hut Ecuador,Ecuador,PLATA,Prod BBA Realizador-a Raul Banderas Pais Ecuador
El Ojo de Iberoamerica,2024,Experiencia de Marca Activacion,Malekus Los ultimos 600,Havas Costa Rica - BETC HAVAS,The Rainforest Lab,Costa Rica,BRONCE,Prod Fulfierros Prod Audio Sonido Quiet City Music Sound Pais Costa Rica
